,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,0.934,0.934,0.76,开放申购,开放赎回,nan
1,2017-01-04,0.938,0.938,0.43,开放申购,开放赎回,nan
2,2017-01-05,0.94,0.94,0.21,开放申购,开放赎回,nan
3,2017-01-06,0.932,0.932,-0.85,开放申购,开放赎回,nan
4,2017-01-09,0.935,0.935,0.32,开放申购,开放赎回,nan
5,2017-01-10,0.933,0.933,-0.21,开放申购,开放赎回,nan
6,2017-01-11,0.928,0.928,-0.54,开放申购,开放赎回,nan
7,2017-01-12,0.92,0.92,-0.86,开放申购,开放赎回,nan
8,2017-01-13,0.914,0.914,-0.65,开放申购,开放赎回,nan
9,2017-01-16,0.912,0.912,-0.22,开放申购,开放赎回,nan
10,2017-01-17,0.918,0.918,0.66,开放申购,开放赎回,nan
11,2017-01-18,0.92,0.92,0.22,开放申购,开放赎回,nan
12,2017-01-19,0.915,0.915,-0.54,开放申购,开放赎回,nan
13,2017-01-20,0.924,0.924,0.98,开放申购,开放赎回,nan
14,2017-01-23,0.928,0.928,0.43,开放申购,开放赎回,nan
15,2017-01-24,0.925,0.925,-0.32,开放申购,开放赎回,nan
16,2017-01-25,0.932,0.932,0.76,开放申购,开放赎回,nan
17,2017-01-26,0.936,0.936,0.43,开放申购,开放赎回,nan
18,2017-02-03,0.936,0.936,0.0,开放申购,开放赎回,nan
19,2017-02-06,0.937,0.937,0.11,开放申购,开放赎回,nan
20,2017-02-07,0.941,0.941,0.43,开放申购,开放赎回,nan
21,2017-02-08,0.941,0.941,0.0,开放申购,开放赎回,nan
22,2017-02-09,0.939,0.939,-0.21,开放申购,开放赎回,nan
23,2017-02-10,0.938,0.938,-0.11,开放申购,开放赎回,nan
24,2017-02-13,0.948,0.948,1.07,开放申购,开放赎回,nan
25,2017-02-14,0.943,0.943,-0.53,开放申购,开放赎回,nan
26,2017-02-15,0.931,0.931,-1.27,开放申购,开放赎回,nan
27,2017-02-16,0.941,0.941,1.07,开放申购,开放赎回,nan
28,2017-02-17,0.932,0.932,-0.96,开放申购,开放赎回,nan
29,2017-02-20,0.944,0.944,1.29,开放申购,开放赎回,nan
30,2017-02-21,0.956,0.956,1.27,开放申购,开放赎回,nan
31,2017-02-22,0.96,0.96,0.42,开放申购,开放赎回,nan
32,2017-02-23,0.979,0.979,1.98,开放申购,开放赎回,nan
33,2017-02-24,0.974,0.974,-0.51,开放申购,开放赎回,nan
34,2017-02-27,0.969,0.969,-0.51,开放申购,开放赎回,nan
35,2017-02-28,0.972,0.972,0.31,开放申购,开放赎回,nan
36,2017-03-01,0.97,0.97,-0.21,开放申购,开放赎回,nan
37,2017-03-02,0.969,0.969,-0.1,开放申购,开放赎回,nan
38,2017-03-03,0.968,0.968,-0.1,开放申购,开放赎回,nan
39,2017-03-06,0.973,0.973,0.52,开放申购,开放赎回,nan
40,2017-03-07,0.974,0.974,0.1,开放申购,开放赎回,nan
41,2017-03-08,0.973,0.973,-0.1,开放申购,开放赎回,nan
42,2017-03-09,0.966,0.966,-0.72,开放申购,开放赎回,nan
43,2017-03-10,0.972,0.972,0.62,开放申购,开放赎回,nan
44,2017-03-13,0.982,0.982,1.03,开放申购,开放赎回,nan
45,2017-03-14,0.98,0.98,-0.2,开放申购,开放赎回,nan
46,2017-03-15,0.987,0.987,0.71,开放申购,开放赎回,nan
47,2017-03-16,0.989,0.989,0.2,开放申购,开放赎回,nan
48,2017-03-17,0.982,0.982,-0.71,开放申购,开放赎回,nan
49,2017-03-20,0.986,0.986,0.41,开放申购,开放赎回,nan
50,2017-03-21,0.996,0.996,1.01,开放申购,开放赎回,nan
51,2017-03-22,1.008,1.008,1.2,开放申购,开放赎回,nan
52,2017-03-23,1.008,1.008,0.0,开放申购,开放赎回,nan
53,2017-03-24,1.005,1.005,-0.3,开放申购,开放赎回,nan
54,2017-03-27,0.995,0.995,-1.0,开放申购,开放赎回,nan
55,2017-03-28,0.998,0.998,0.3,开放申购,开放赎回,nan
56,2017-03-29,0.99,0.99,-0.8,开放申购,开放赎回,nan
57,2017-03-30,0.986,0.986,-0.4,开放申购,开放赎回,nan
58,2017-03-31,1.002,1.002,1.62,开放申购,开放赎回,nan
59,2017-04-05,1.019,1.019,1.7,开放申购,开放赎回,nan
60,2017-04-06,1.02,1.02,0.1,开放申购,开放赎回,nan
61,2017-04-07,1.014,1.014,-0.59,开放申购,开放赎回,nan
62,2017-04-10,0.998,0.998,-1.58,开放申购,开放赎回,nan
63,2017-04-11,0.991,0.991,-0.7,开放申购,开放赎回,nan
64,2017-04-12,0.994,0.994,0.3,开放申购,开放赎回,nan
65,2017-04-13,1.008,1.008,1.41,开放申购,开放赎回,nan
66,2017-04-14,0.997,0.997,-1.09,开放申购,开放赎回,nan
67,2017-04-17,0.999,0.999,0.2,开放申购,开放赎回,nan
68,2017-04-18,1.008,1.008,0.9,开放申购,开放赎回,nan
69,2017-04-19,1.006,1.006,-0.2,开放申购,开放赎回,nan
70,2017-04-20,1.028,1.028,2.19,开放申购,开放赎回,nan
71,2017-04-21,1.016,1.016,-1.17,开放申购,开放赎回,nan
72,2017-04-24,0.995,0.995,-2.07,开放申购,开放赎回,nan
73,2017-04-25,0.998,0.998,0.3,开放申购,开放赎回,nan
74,2017-04-26,1.003,1.003,0.5,开放申购,开放赎回,nan
75,2017-04-27,1.014,1.014,1.1,开放申购,开放赎回,nan
76,2017-04-28,1.002,1.002,-1.18,开放申购,开放赎回,nan
77,2017-05-02,1.004,1.004,0.2,开放申购,开放赎回,nan
78,2017-05-03,1.001,1.001,-0.3,开放申购,开放赎回,nan
79,2017-05-04,0.996,0.996,-0.5,开放申购,开放赎回,nan
80,2017-05-05,0.992,0.992,-0.4,开放申购,开放赎回,nan
81,2017-05-08,0.981,0.981,-1.11,开放申购,开放赎回,nan
82,2017-05-09,0.982,0.982,0.1,开放申购,开放赎回,nan
83,2017-05-10,0.985,0.985,0.31,开放申购,开放赎回,nan
84,2017-05-11,0.994,0.994,0.91,开放申购,开放赎回,nan
85,2017-05-12,1.001,1.001,0.7,开放申购,开放赎回,nan
86,2017-05-15,1.022,1.022,2.1,开放申购,开放赎回,nan
87,2017-05-16,1.041,1.041,1.86,开放申购,开放赎回,nan
88,2017-05-17,1.027,1.027,-1.34,开放申购,开放赎回,nan
89,2017-05-18,1.027,1.027,0.0,开放申购,开放赎回,nan
90,2017-05-19,1.032,1.032,0.49,开放申购,开放赎回,nan
91,2017-05-22,1.036,1.036,0.39,开放申购,开放赎回,nan
92,2017-05-23,1.042,1.042,0.58,开放申购,开放赎回,nan
93,2017-05-24,1.038,1.038,-0.38,开放申购,开放赎回,nan
94,2017-05-25,1.036,1.036,-0.19,开放申购,开放赎回,nan
95,2017-05-26,1.026,1.026,-0.97,开放申购,开放赎回,nan
96,2017-05-31,1.029,1.029,0.29,开放申购,开放赎回,nan
97,2017-06-01,1.036,1.036,0.68,开放申购,开放赎回,nan
98,2017-06-02,1.026,1.026,-0.97,开放申购,开放赎回,nan
99,2017-06-05,1.017,1.017,-0.88,开放申购,开放赎回,nan
100,2017-06-06,1.032,1.032,1.47,开放申购,开放赎回,nan
101,2017-06-07,1.052,1.052,1.94,开放申购,开放赎回,nan
102,2017-06-08,1.068,1.068,1.52,开放申购,开放赎回,nan
103,2017-06-09,1.075,1.075,0.66,开放申购,开放赎回,nan
104,2017-06-12,1.083,1.083,0.74,开放申购,开放赎回,nan
105,2017-06-13,1.086,1.086,0.28,开放申购,开放赎回,nan
106,2017-06-14,1.066,1.066,-1.84,开放申购,开放赎回,nan
107,2017-06-15,1.059,1.059,-0.66,开放申购,开放赎回,nan
108,2017-06-16,1.054,1.054,-0.47,开放申购,开放赎回,nan
