,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,0.987,0.987,0.2,开放申购,开放赎回,nan
1,2017-01-04,0.989,0.989,0.2,开放申购,开放赎回,nan
2,2017-01-05,0.99,0.99,0.1,开放申购,开放赎回,nan
3,2017-01-06,0.989,0.989,-0.1,开放申购,开放赎回,nan
4,2017-01-09,0.991,0.991,0.2,开放申购,开放赎回,nan
5,2017-01-10,0.99,0.99,-0.1,开放申购,开放赎回,nan
6,2017-01-11,0.988,0.988,-0.2,开放申购,开放赎回,nan
7,2017-01-12,0.987,0.987,-0.1,开放申购,开放赎回,nan
8,2017-01-13,0.986,0.986,-0.1,开放申购,开放赎回,nan
9,2017-01-16,0.981,0.981,-0.51,开放申购,开放赎回,nan
10,2017-01-17,0.982,0.982,0.1,开放申购,开放赎回,nan
11,2017-01-18,0.981,0.981,-0.1,开放申购,开放赎回,nan
12,2017-01-19,0.979,0.979,-0.2,开放申购,开放赎回,nan
13,2017-01-20,0.983,0.983,0.41,开放申购,开放赎回,nan
14,2017-01-23,0.984,0.984,0.1,开放申购,开放赎回,nan
15,2017-01-24,0.983,0.983,-0.1,开放申购,开放赎回,nan
16,2017-01-25,0.984,0.984,0.1,开放申购,开放赎回,nan
17,2017-01-26,0.985,0.985,0.1,开放申购,开放赎回,nan
18,2017-02-03,0.981,0.981,-0.41,开放申购,开放赎回,nan
19,2017-02-06,0.981,0.981,0.0,开放申购,开放赎回,nan
20,2017-02-07,0.98,0.98,-0.1,开放申购,开放赎回,nan
21,2017-02-08,0.982,0.982,0.2,开放申购,开放赎回,nan
22,2017-02-09,0.984,0.984,0.2,开放申购,开放赎回,nan
23,2017-02-10,0.985,0.985,0.1,开放申购,开放赎回,nan
24,2017-02-13,0.988,0.988,0.3,开放申购,开放赎回,nan
25,2017-02-14,0.987,0.987,-0.1,开放申购,开放赎回,nan
26,2017-02-15,0.986,0.986,-0.1,开放申购,开放赎回,nan
27,2017-02-16,0.986,0.986,0.0,开放申购,开放赎回,nan
28,2017-02-17,0.984,0.984,-0.2,开放申购,开放赎回,nan
29,2017-02-20,0.987,0.987,0.3,开放申购,开放赎回,nan
30,2017-02-21,0.989,0.989,0.2,开放申购,开放赎回,nan
31,2017-02-22,0.99,0.99,0.1,开放申购,开放赎回,nan
32,2017-02-23,0.989,0.989,-0.1,开放申购,开放赎回,nan
33,2017-02-24,0.989,0.989,0.0,开放申购,开放赎回,nan
34,2017-02-27,0.986,0.986,-0.3,开放申购,开放赎回,nan
35,2017-02-28,0.986,0.986,0.0,开放申购,开放赎回,nan
36,2017-03-01,0.985,0.985,-0.1,开放申购,开放赎回,nan
37,2017-03-02,0.984,0.984,-0.1,开放申购,开放赎回,nan
38,2017-03-03,0.984,0.984,0.0,开放申购,开放赎回,nan
39,2017-03-06,0.985,0.985,0.1,开放申购,开放赎回,nan
40,2017-03-07,0.987,0.987,0.2,开放申购,开放赎回,nan
41,2017-03-08,0.985,0.985,-0.2,开放申购,开放赎回,nan
42,2017-03-09,0.982,0.982,-0.3,开放申购,开放赎回,nan
43,2017-03-10,0.981,0.981,-0.1,开放申购,开放赎回,nan
44,2017-03-13,0.983,0.983,0.2,开放申购,开放赎回,nan
45,2017-03-14,0.982,0.982,-0.1,开放申购,开放赎回,nan
46,2017-03-15,0.981,0.981,-0.1,开放申购,开放赎回,nan
47,2017-03-16,0.982,0.982,0.1,开放申购,开放赎回,nan
48,2017-03-17,0.978,0.978,-0.41,开放申购,开放赎回,nan
49,2017-03-20,0.977,0.977,-0.1,开放申购,开放赎回,nan
50,2017-03-21,0.98,0.98,0.31,开放申购,开放赎回,nan
51,2017-03-22,0.978,0.978,-0.2,开放申购,开放赎回,nan
52,2017-03-23,0.978,0.978,0.0,开放申购,开放赎回,nan
53,2017-03-24,0.986,0.986,0.82,开放申购,开放赎回,nan
54,2017-03-27,0.984,0.984,-0.2,开放申购,开放赎回,nan
55,2017-03-28,0.983,0.983,-0.1,开放申购,开放赎回,nan
56,2017-03-29,0.983,0.983,0.0,开放申购,开放赎回,nan
57,2017-03-30,0.978,0.978,-0.51,开放申购,开放赎回,nan
58,2017-03-31,0.978,0.978,0.0,开放申购,开放赎回,nan
59,2017-04-05,0.98,0.98,0.2,开放申购,开放赎回,nan
60,2017-04-06,0.979,0.979,-0.1,开放申购,开放赎回,nan
61,2017-04-07,0.977,0.977,-0.2,开放申购,开放赎回,nan
62,2017-04-10,0.974,0.974,-0.31,开放申购,开放赎回,nan
63,2017-04-11,0.975,0.975,0.1,开放申购,开放赎回,nan
64,2017-04-12,0.976,0.976,0.1,开放申购,开放赎回,nan
65,2017-04-13,0.976,0.976,0.0,开放申购,开放赎回,nan
66,2017-04-14,0.972,0.972,-0.41,开放申购,开放赎回,nan
67,2017-04-17,0.963,0.963,-0.93,开放申购,开放赎回,nan
68,2017-04-18,0.964,0.964,0.1,开放申购,开放赎回,nan
69,2017-04-19,0.963,0.963,-0.1,开放申购,开放赎回,nan
70,2017-04-20,0.967,0.967,0.42,开放申购,开放赎回,nan
71,2017-04-21,0.966,0.966,-0.1,开放申购,开放赎回,nan
72,2017-04-24,0.958,0.958,-0.83,开放申购,开放赎回,nan
73,2017-04-25,0.961,0.961,0.31,开放申购,开放赎回,nan
74,2017-04-26,0.966,0.966,0.52,开放申购,开放赎回,nan
75,2017-04-27,0.969,0.969,0.31,开放申购,开放赎回,nan
76,2017-04-28,0.97,0.97,0.1,开放申购,开放赎回,nan
77,2017-05-02,0.969,0.969,-0.1,开放申购,开放赎回,nan
78,2017-05-03,0.972,0.972,0.31,开放申购,开放赎回,nan
79,2017-05-04,0.972,0.972,0.0,开放申购,开放赎回,nan
80,2017-05-05,0.968,0.968,-0.41,开放申购,开放赎回,nan
81,2017-05-08,0.963,0.963,-0.52,开放申购,开放赎回,nan
82,2017-05-09,0.963,0.963,0.0,开放申购,开放赎回,nan
83,2017-05-10,0.962,0.962,-0.1,开放申购,开放赎回,nan
84,2017-05-11,0.959,0.959,-0.31,开放申购,开放赎回,nan
85,2017-05-12,0.963,0.963,0.42,开放申购,开放赎回,nan
86,2017-05-15,0.965,0.965,0.21,开放申购,开放赎回,nan
87,2017-05-16,0.973,0.973,0.83,开放申购,开放赎回,nan
88,2017-05-17,0.973,0.973,0.0,开放申购,开放赎回,nan
89,2017-05-18,0.97,0.97,-0.31,开放申购,开放赎回,nan
90,2017-05-19,0.97,0.97,0.0,开放申购,开放赎回,nan
91,2017-05-22,0.964,0.964,-0.62,开放申购,开放赎回,nan
92,2017-05-23,0.958,0.958,-0.62,开放申购,开放赎回,nan
93,2017-05-24,0.956,0.956,-0.21,开放申购,开放赎回,nan
94,2017-05-25,0.962,0.962,0.63,开放申购,开放赎回,nan
95,2017-05-26,0.963,0.963,0.1,开放申购,开放赎回,nan
96,2017-05-31,0.964,0.964,0.1,开放申购,开放赎回,nan
97,2017-06-01,0.964,0.964,0.0,开放申购,开放赎回,nan
98,2017-06-02,0.961,0.961,-0.31,开放申购,开放赎回,nan
99,2017-06-05,0.962,0.962,0.1,开放申购,开放赎回,nan
100,2017-06-06,0.968,0.968,0.62,开放申购,开放赎回,nan
101,2017-06-07,0.979,0.979,1.14,开放申购,开放赎回,nan
102,2017-06-08,0.98,0.98,0.1,开放申购,开放赎回,nan
103,2017-06-09,0.987,0.987,0.71,开放申购,开放赎回,nan
104,2017-06-12,0.987,0.987,0.0,开放申购,开放赎回,nan
105,2017-06-13,0.991,0.991,0.41,开放申购,开放赎回,nan
106,2017-06-14,0.987,0.987,-0.4,开放申购,开放赎回,nan
107,2017-06-15,0.99,0.99,0.3,开放申购,开放赎回,nan
108,2017-06-16,0.989,0.989,-0.1,开放申购,开放赎回,nan
109,2017-06-19,1.0,1.0,1.11,开放申购,开放赎回,nan
110,2017-06-20,1.003,1.003,0.3,开放申购,开放赎回,nan
111,2017-06-21,1.005,1.005,0.2,开放申购,开放赎回,nan
112,2017-06-22,1.004,1.004,-0.1,开放申购,开放赎回,nan
113,2017-06-23,1.004,1.004,0.0,开放申购,开放赎回,nan
114,2017-06-26,1.019,1.019,1.49,开放申购,开放赎回,nan
115,2017-06-27,1.021,1.021,0.2,开放申购,开放赎回,nan
116,2017-06-28,1.015,1.015,-0.59,开放申购,开放赎回,nan
117,2017-06-29,1.01,1.01,-0.49,开放申购,开放赎回,nan
118,2017-06-30,1.009,1.009,-0.1,开放申购,开放赎回,nan
119,2017-07-03,1.01,1.01,0.1,开放申购,开放赎回,nan
120,2017-07-04,1.009,1.009,-0.1,开放申购,开放赎回,nan
121,2017-07-05,1.015,1.015,0.59,开放申购,开放赎回,nan
122,2017-07-06,1.017,1.017,0.2,开放申购,开放赎回,nan
123,2017-07-07,1.019,1.019,0.2,开放申购,开放赎回,nan
124,2017-07-10,1.014,1.014,-0.49,开放申购,开放赎回,nan
125,2017-07-11,1.014,1.014,0.0,开放申购,开放赎回,nan
126,2017-07-12,1.009,1.009,-0.49,开放申购,开放赎回,nan
