,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,0.957,0.957,0.63,开放申购,开放赎回,nan
1,2017-01-04,0.965,0.965,0.84,开放申购,开放赎回,nan
2,2017-01-05,0.967,0.967,0.21,开放申购,开放赎回,nan
3,2017-01-06,0.958,0.958,-0.93,开放申购,开放赎回,nan
4,2017-01-09,0.957,0.957,-0.1,开放申购,开放赎回,nan
5,2017-01-10,0.953,0.953,-0.42,开放申购,开放赎回,nan
6,2017-01-11,0.943,0.943,-1.05,开放申购,开放赎回,nan
7,2017-01-12,0.938,0.938,-0.53,开放申购,开放赎回,nan
8,2017-01-13,0.93,0.93,-0.85,开放申购,开放赎回,nan
9,2017-01-16,0.905,0.905,-2.69,开放申购,开放赎回,nan
10,2017-01-17,0.912,0.912,0.77,开放申购,开放赎回,nan
11,2017-01-18,0.908,0.908,-0.44,开放申购,开放赎回,nan
12,2017-01-19,0.906,0.906,-0.22,开放申购,开放赎回,nan
13,2017-01-20,0.916,0.916,1.1,开放申购,开放赎回,nan
14,2017-01-23,0.922,0.922,0.66,开放申购,开放赎回,nan
15,2017-01-24,0.919,0.919,-0.33,开放申购,开放赎回,nan
16,2017-01-25,0.921,0.921,0.22,开放申购,开放赎回,nan
17,2017-01-26,0.927,0.927,0.65,开放申购,开放赎回,nan
18,2017-02-03,0.923,0.923,-0.43,开放申购,开放赎回,nan
19,2017-02-06,0.927,0.927,0.43,开放申购,开放赎回,nan
20,2017-02-07,0.926,0.926,-0.11,开放申购,开放赎回,nan
21,2017-02-08,0.931,0.931,0.54,开放申购,开放赎回,nan
22,2017-02-09,0.934,0.934,0.32,开放申购,开放赎回,nan
23,2017-02-10,0.931,0.931,-0.32,开放申购,开放赎回,nan
24,2017-02-13,0.938,0.938,0.75,开放申购,开放赎回,nan
25,2017-02-14,0.937,0.937,-0.11,开放申购,开放赎回,nan
26,2017-02-15,0.934,0.934,-0.32,开放申购,开放赎回,nan
27,2017-02-16,0.936,0.936,0.21,开放申购,开放赎回,nan
28,2017-02-17,0.927,0.927,-0.96,开放申购,开放赎回,nan
29,2017-02-20,0.937,0.937,1.08,开放申购,开放赎回,nan
30,2017-02-21,0.945,0.945,0.85,开放申购,开放赎回,nan
31,2017-02-22,0.95,0.95,0.53,开放申购,开放赎回,nan
32,2017-02-23,0.941,0.941,-0.95,开放申购,开放赎回,nan
33,2017-02-24,0.948,0.948,0.74,开放申购,开放赎回,nan
34,2017-02-27,0.943,0.943,-0.53,开放申购,开放赎回,nan
35,2017-02-28,0.944,0.944,0.11,开放申购,开放赎回,nan
36,2017-03-01,0.947,0.947,0.32,开放申购,开放赎回,nan
37,2017-03-02,0.942,0.942,-0.53,开放申购,开放赎回,nan
38,2017-03-03,0.942,0.942,0.0,开放申购,开放赎回,nan
