,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2019-05-21,1.0214,1.0214,,开放申购,开放赎回,nan
1,2019-05-22,1.0169,1.0169,-0.44,开放申购,开放赎回,nan
2,2019-05-23,0.9924,0.9924,-2.41,开放申购,开放赎回,nan
3,2019-05-24,0.9909,0.9909,-0.15,开放申购,开放赎回,nan
4,2019-05-27,1.0173,1.0173,2.66,开放申购,开放赎回,nan
5,2019-05-28,1.0214,1.0214,0.4,开放申购,开放赎回,nan
6,2019-05-29,1.0143,1.0143,-0.7,开放申购,开放赎回,nan
7,2019-05-30,1.0013,1.0013,-1.28,开放申购,开放赎回,nan
8,2019-05-31,1.0006,1.0006,-0.07,开放申购,开放赎回,nan
9,2019-06-03,0.9899,0.9899,-1.07,开放申购,开放赎回,nan
10,2019-06-04,0.9818,0.9818,-0.82,开放申购,开放赎回,nan
11,2019-06-05,0.9803,0.9803,-0.15,开放申购,开放赎回,nan
12,2019-06-06,0.9616,0.9616,-1.91,开放申购,开放赎回,nan
13,2019-06-10,0.9703,0.9703,0.9,开放申购,开放赎回,nan
14,2019-06-11,1.0076,1.0076,3.84,开放申购,开放赎回,nan
15,2019-06-12,0.9974,0.9974,-1.01,开放申购,开放赎回,nan
16,2019-06-13,0.9996,0.9996,0.22,开放申购,开放赎回,nan
17,2019-06-14,0.9856,0.9856,-1.4,开放申购,开放赎回,nan
18,2019-06-17,0.9832,0.9832,-0.24,开放申购,开放赎回,nan
19,2019-06-18,0.9885,0.9885,0.54,开放申购,开放赎回,nan
20,2019-06-19,1.0004,1.0004,1.2,开放申购,开放赎回,nan
21,2019-06-20,1.0227,1.0227,2.23,开放申购,开放赎回,nan
22,2019-06-21,1.0433,1.0433,2.01,开放申购,开放赎回,nan
23,2019-06-24,1.0381,1.0381,-0.5,开放申购,开放赎回,nan
24,2019-06-25,1.032,1.032,-0.59,开放申购,开放赎回,nan
25,2019-06-26,1.0367,1.0367,0.46,开放申购,开放赎回,nan
26,2019-06-27,1.0488,1.0488,1.17,开放申购,开放赎回,nan
27,2019-06-28,1.0407,1.0407,-0.77,开放申购,开放赎回,nan
28,2019-06-30,1.0407,1.0407,,开放申购,开放赎回,nan
29,2019-07-01,1.0791,1.0791,3.69,开放申购,开放赎回,nan
30,2019-07-02,1.08,1.08,0.08,开放申购,开放赎回,nan
31,2019-07-03,1.0683,1.0683,-1.08,开放申购,开放赎回,nan
32,2019-07-04,1.0598,1.0598,-0.8,开放申购,开放赎回,nan
33,2019-07-05,1.064,1.064,0.4,开放申购,开放赎回,nan
34,2019-07-08,1.0318,1.0318,-3.03,开放申购,开放赎回,nan
35,2019-07-09,1.0379,1.0379,0.59,开放申购,开放赎回,nan
36,2019-07-10,1.0341,1.0341,-0.37,开放申购,开放赎回,nan
37,2019-07-11,1.0344,1.0344,0.03,开放申购,开放赎回,nan
38,2019-07-12,1.0376,1.0376,0.31,开放申购,开放赎回,nan
39,2019-07-15,1.0533,1.0533,1.51,开放申购,开放赎回,nan
40,2019-07-16,1.0532,1.0532,-0.01,开放申购,开放赎回,nan
41,2019-07-17,1.0578,1.0578,0.44,开放申购,开放赎回,nan
42,2019-07-18,1.0418,1.0418,-1.51,开放申购,开放赎回,nan
43,2019-07-19,1.0515,1.0515,0.93,开放申购,开放赎回,nan
44,2019-07-22,1.0339,1.0339,-1.67,开放申购,开放赎回,nan
45,2019-07-23,1.0479,1.0479,1.35,开放申购,开放赎回,nan
46,2019-07-24,1.0612,1.0612,1.27,开放申购,开放赎回,nan
47,2019-07-25,1.0693,1.0693,0.76,开放申购,开放赎回,nan
48,2019-07-26,1.0713,1.0713,0.19,开放申购,开放赎回,nan
49,2019-07-29,1.0688,1.0688,-0.23,开放申购,开放赎回,nan
50,2019-07-30,1.0812,1.0812,1.16,开放申购,开放赎回,nan
51,2019-07-31,1.0738,1.0738,-0.68,开放申购,开放赎回,nan
52,2019-08-01,1.0717,1.0717,-0.2,开放申购,开放赎回,nan
53,2019-08-02,1.0584,1.0584,-1.24,开放申购,开放赎回,nan
54,2019-08-05,1.0369,1.0369,-2.03,开放申购,开放赎回,nan
55,2019-08-06,1.022,1.022,-1.44,开放申购,开放赎回,nan
56,2019-08-07,1.0174,1.0174,-0.45,开放申购,开放赎回,nan
57,2019-08-08,1.0324,1.0324,1.47,开放申购,开放赎回,nan
58,2019-08-09,1.0263,1.0263,-0.59,开放申购,开放赎回,nan
59,2019-08-12,1.0478,1.0478,2.09,开放申购,开放赎回,nan
60,2019-08-13,1.0406,1.0406,-0.69,开放申购,开放赎回,nan
61,2019-08-14,1.05,1.05,0.9,开放申购,开放赎回,nan
62,2019-08-15,1.0633,1.0633,1.27,开放申购,开放赎回,nan
63,2019-08-16,1.0697,1.0697,0.6,开放申购,开放赎回,nan
64,2019-08-19,1.1125,1.1125,4.0,开放申购,开放赎回,nan
65,2019-08-20,1.1043,1.1043,-0.74,开放申购,开放赎回,nan
66,2019-08-21,1.0999,1.0999,-0.4,开放申购,开放赎回,nan
67,2019-08-22,1.1023,1.1023,0.22,开放申购,开放赎回,nan
68,2019-08-23,1.1055,1.1055,0.29,开放申购,开放赎回,nan
69,2019-08-26,1.094,1.094,-1.04,开放申购,开放赎回,nan
70,2019-08-27,1.1084,1.1084,1.32,开放申购,开放赎回,nan
71,2019-08-28,1.1032,1.1032,-0.47,开放申购,开放赎回,nan
72,2019-08-29,1.0999,1.0999,-0.3,开放申购,开放赎回,nan
73,2019-08-30,1.0967,1.0967,-0.29,开放申购,开放赎回,nan
74,2019-09-02,1.131,1.131,3.13,开放申购,开放赎回,nan
75,2019-09-03,1.1365,1.1365,0.49,开放申购,开放赎回,nan
76,2019-09-04,1.1422,1.1422,0.5,开放申购,开放赎回,nan
77,2019-09-05,1.1585,1.1585,1.43,开放申购,开放赎回,nan
78,2019-09-06,1.168,1.168,0.82,开放申购,开放赎回,nan
79,2019-09-09,1.2032,1.2032,3.01,开放申购,开放赎回,nan
80,2019-09-10,1.1963,1.1963,-0.57,开放申购,开放赎回,nan
81,2019-09-11,1.1824,1.1824,-1.16,开放申购,开放赎回,nan
82,2019-09-12,1.1885,1.1885,0.52,开放申购,开放赎回,nan
83,2019-09-16,1.1881,1.1881,-0.03,开放申购,开放赎回,nan
84,2019-09-17,1.1597,1.1597,-2.39,开放申购,开放赎回,nan
85,2019-09-18,1.1598,1.1598,0.01,开放申购,开放赎回,nan
86,2019-09-19,1.1755,1.1755,1.35,开放申购,开放赎回,nan
87,2019-09-20,1.1737,1.1737,-0.15,开放申购,开放赎回,nan
88,2019-09-23,1.1584,1.1584,-1.3,开放申购,开放赎回,nan
89,2019-09-24,1.1705,1.1705,1.04,开放申购,开放赎回,nan
90,2019-09-25,1.1544,1.1544,-1.38,开放申购,开放赎回,nan
91,2019-09-26,1.1276,1.1276,-2.32,开放申购,开放赎回,nan
92,2019-09-27,1.1396,1.1396,1.06,开放申购,开放赎回,nan
93,2019-09-30,1.1228,1.1228,-1.47,开放申购,开放赎回,nan
94,2019-10-08,1.111,1.111,-1.05,开放申购,开放赎回,nan
95,2019-10-09,1.1152,1.1152,0.38,开放申购,开放赎回,nan
96,2019-10-10,1.1448,1.1448,2.65,开放申购,开放赎回,nan
97,2019-10-11,1.1495,1.1495,0.41,开放申购,开放赎回,nan
98,2019-10-14,1.1605,1.1605,0.96,开放申购,开放赎回,nan
99,2019-10-15,1.1435,1.1435,-1.46,开放申购,开放赎回,nan
100,2019-10-16,1.1403,1.1403,-0.28,开放申购,开放赎回,nan
101,2019-10-17,1.1416,1.1416,0.11,开放申购,开放赎回,nan
102,2019-10-18,1.1346,1.1346,-0.61,开放申购,开放赎回,nan
103,2019-10-21,1.1285,1.1285,-0.54,开放申购,开放赎回,nan
104,2019-10-22,1.143,1.143,1.28,开放申购,开放赎回,nan
105,2019-10-23,1.1303,1.1303,-1.11,开放申购,开放赎回,nan
106,2019-10-24,1.1309,1.1309,0.05,开放申购,开放赎回,nan
107,2019-10-25,1.1446,1.1446,1.21,开放申购,开放赎回,nan
108,2019-10-28,1.1654,1.1654,1.82,开放申购,开放赎回,nan
109,2019-10-29,1.151,1.151,-1.24,开放申购,开放赎回,nan
110,2019-10-30,1.1512,1.1512,0.02,开放申购,开放赎回,nan
111,2019-10-31,1.1458,1.1458,-0.47,开放申购,开放赎回,nan
112,2019-11-01,1.1617,1.1617,1.39,开放申购,开放赎回,nan
113,2019-11-04,1.1688,1.1688,0.61,开放申购,开放赎回,nan
114,2019-11-05,1.1805,1.1805,1.0,开放申购,开放赎回,nan
115,2019-11-06,1.1769,1.1769,-0.31,开放申购,开放赎回,nan
116,2019-11-07,1.1829,1.1829,0.51,开放申购,开放赎回,nan
117,2019-11-08,1.1842,1.1842,0.11,开放申购,开放赎回,nan
