,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2019-04-26,1.0,1.0,,封闭期,封闭期,nan
1,2019-04-29,0.9998,0.9998,-0.02,封闭期,封闭期,nan
2,2019-04-30,1.0004,1.0004,0.06,封闭期,封闭期,nan
3,2019-05-10,0.9983,0.9983,,封闭期,封闭期,nan
4,2019-05-17,0.997,0.997,,封闭期,封闭期,nan
5,2019-05-24,0.995,0.995,,封闭期,封闭期,nan
6,2019-05-31,0.9964,0.9964,,封闭期,封闭期,nan
7,2019-06-06,0.9942,0.9942,,封闭期,封闭期,nan
8,2019-06-14,0.9998,0.9998,,封闭期,封闭期,nan
9,2019-06-19,1.0033,1.0033,,封闭期,封闭期,nan
10,2019-06-20,1.0091,1.0091,0.58,开放申购,开放赎回,nan
11,2019-06-21,1.0079,1.0079,-0.12,开放申购,开放赎回,nan
12,2019-06-24,1.0084,1.0084,0.05,开放申购,开放赎回,nan
13,2019-06-25,1.0057,1.0057,-0.27,开放申购,开放赎回,nan
14,2019-06-26,1.0057,1.0057,0.0,开放申购,开放赎回,nan
15,2019-06-27,1.0091,1.0091,0.34,开放申购,开放赎回,nan
16,2019-06-28,1.0091,1.0091,0.0,开放申购,开放赎回,nan
17,2019-06-30,1.0091,1.0091,,开放申购,开放赎回,nan
18,2019-07-01,1.0172,1.0172,0.8,开放申购,开放赎回,nan
19,2019-07-02,1.018,1.018,0.08,开放申购,开放赎回,nan
20,2019-07-03,1.013,1.013,-0.49,开放申购,开放赎回,nan
21,2019-07-04,1.0114,1.0114,-0.16,开放申购,开放赎回,nan
22,2019-07-05,1.0135,1.0135,0.21,开放申购,开放赎回,nan
23,2019-07-08,1.0063,1.0063,-0.71,开放申购,开放赎回,nan
24,2019-07-09,1.005,1.005,-0.13,开放申购,开放赎回,nan
25,2019-07-10,1.0057,1.0057,0.07,开放申购,开放赎回,nan
26,2019-07-11,1.0061,1.0061,0.04,开放申购,开放赎回,nan
27,2019-07-12,1.0085,1.0085,0.24,开放申购,开放赎回,nan
28,2019-07-15,1.0084,1.0084,-0.01,开放申购,开放赎回,nan
29,2019-07-16,1.006,1.006,-0.24,开放申购,开放赎回,nan
30,2019-07-17,1.0061,1.0061,0.01,开放申购,开放赎回,nan
31,2019-07-18,1.0036,1.0036,-0.25,开放申购,开放赎回,nan
32,2019-07-19,1.0093,1.0093,0.57,开放申购,开放赎回,nan
33,2019-07-22,1.0108,1.0108,0.15,开放申购,开放赎回,nan
34,2019-07-23,1.012,1.012,0.12,开放申购,开放赎回,nan
35,2019-07-24,1.0149,1.0149,0.29,开放申购,开放赎回,nan
36,2019-07-25,1.0195,1.0195,0.45,开放申购,开放赎回,nan
37,2019-07-26,1.0211,1.0211,0.16,开放申购,开放赎回,nan
38,2019-07-29,1.022,1.022,0.09,开放申购,开放赎回,nan
39,2019-07-30,1.0241,1.0241,0.21,开放申购,开放赎回,nan
40,2019-07-31,1.019,1.019,-0.5,开放申购,开放赎回,nan
41,2019-08-01,1.0147,1.0147,-0.42,开放申购,开放赎回,nan
42,2019-08-02,1.0065,1.0065,-0.81,开放申购,开放赎回,nan
43,2019-08-05,0.9927,0.9927,-1.37,开放申购,开放赎回,nan
44,2019-08-06,0.9897,0.9897,-0.3,开放申购,开放赎回,nan
45,2019-08-07,0.9892,0.9892,-0.05,开放申购,开放赎回,nan
46,2019-08-08,0.9997,0.9997,1.06,开放申购,开放赎回,nan
47,2019-08-09,0.9921,0.9921,-0.76,开放申购,开放赎回,nan
48,2019-08-12,1.0037,1.0037,1.17,开放申购,开放赎回,nan
49,2019-08-13,0.9961,0.9961,-0.76,开放申购,开放赎回,nan
50,2019-08-14,0.9998,0.9998,0.37,开放申购,开放赎回,nan
51,2019-08-15,1.0038,1.0038,0.4,开放申购,开放赎回,nan
52,2019-08-16,1.0075,1.0075,0.37,开放申购,开放赎回,nan
53,2019-08-19,1.0199,1.0199,1.23,开放申购,开放赎回,nan
54,2019-08-20,1.0234,1.0234,0.34,开放申购,开放赎回,nan
55,2019-08-21,1.0226,1.0226,-0.08,开放申购,开放赎回,nan
56,2019-08-22,1.0242,1.0242,0.16,开放申购,开放赎回,nan
57,2019-08-23,1.032,1.032,0.76,开放申购,开放赎回,nan
58,2019-08-26,1.0204,1.0204,-1.12,开放申购,开放赎回,nan
59,2019-08-27,1.0282,1.0282,0.76,开放申购,开放赎回,nan
60,2019-08-28,1.0224,1.0224,-0.56,开放申购,开放赎回,nan
61,2019-08-29,1.0187,1.0187,-0.36,开放申购,开放赎回,nan
62,2019-08-30,1.0221,1.0221,0.33,开放申购,开放赎回,nan
63,2019-09-02,1.0332,1.0332,1.09,开放申购,开放赎回,nan
64,2019-09-03,1.0347,1.0347,0.15,开放申购,开放赎回,nan
65,2019-09-04,1.0395,1.0395,0.46,开放申购,开放赎回,nan
66,2019-09-05,1.0494,1.0494,0.95,开放申购,开放赎回,nan
67,2019-09-06,1.0549,1.0549,0.52,开放申购,开放赎回,nan
68,2019-09-09,1.056,1.056,0.1,开放申购,开放赎回,nan
69,2019-09-10,1.0507,1.0507,-0.5,开放申购,开放赎回,nan
