,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,1.199,1.699,0.33,开放申购,开放赎回,nan
1,2017-01-04,1.205,1.705,0.5,开放申购,开放赎回,nan
2,2017-01-05,1.201,1.701,-0.33,开放申购,开放赎回,nan
3,2017-01-06,1.184,1.684,-1.42,开放申购,开放赎回,nan
4,2017-01-09,1.19,1.69,0.51,开放申购,开放赎回,nan
5,2017-01-10,1.188,1.688,-0.17,开放申购,开放赎回,nan
6,2017-01-11,1.176,1.676,-1.01,限制大额申购,开放赎回,nan
7,2017-01-12,1.167,1.667,-0.77,限制大额申购,开放赎回,nan
8,2017-01-13,1.152,1.652,-1.29,限制大额申购,开放赎回,nan
9,2017-01-16,1.126,1.626,-2.26,限制大额申购,开放赎回,nan
10,2017-01-17,1.139,1.639,1.15,限制大额申购,开放赎回,nan
11,2017-01-18,1.134,1.634,-0.44,限制大额申购,开放赎回,nan
12,2017-01-19,1.128,1.628,-0.53,限制大额申购,开放赎回,nan
13,2017-01-20,1.143,1.643,1.33,开放申购,开放赎回,nan
14,2017-01-23,1.151,1.651,0.7,开放申购,开放赎回,nan
15,2017-01-24,1.148,1.648,-0.26,开放申购,开放赎回,nan
16,2017-01-25,1.152,1.652,0.35,开放申购,开放赎回,nan
17,2017-01-26,1.161,1.661,0.78,开放申购,开放赎回,nan
18,2017-02-03,1.156,1.656,-0.43,开放申购,开放赎回,nan
19,2017-02-06,1.164,1.664,0.69,开放申购,开放赎回,nan
20,2017-02-07,1.158,1.658,-0.52,开放申购,开放赎回,nan
21,2017-02-08,1.163,1.663,0.43,开放申购,开放赎回,nan
22,2017-02-09,1.169,1.669,0.52,开放申购,开放赎回,nan
23,2017-02-10,1.163,1.663,-0.51,开放申购,开放赎回,nan
24,2017-02-13,1.171,1.671,0.69,开放申购,开放赎回,nan
25,2017-02-14,1.171,1.671,0.0,开放申购,开放赎回,nan
26,2017-02-15,1.161,1.661,-0.85,开放申购,开放赎回,nan
27,2017-02-16,1.163,1.663,0.17,开放申购,开放赎回,nan
28,2017-02-17,1.163,1.663,0.0,开放申购,开放赎回,nan
29,2017-02-20,1.174,1.674,0.95,开放申购,开放赎回,nan
30,2017-02-21,1.178,1.678,0.34,开放申购,开放赎回,nan
31,2017-02-22,1.181,1.681,0.25,开放申购,开放赎回,nan
32,2017-02-23,1.179,1.679,-0.17,开放申购,开放赎回,nan
33,2017-02-24,1.187,1.687,0.68,开放申购,开放赎回,nan
34,2017-02-27,1.185,1.685,-0.17,开放申购,开放赎回,nan
35,2017-02-28,1.183,1.683,-0.17,开放申购,开放赎回,nan
36,2017-03-01,1.188,1.688,0.42,开放申购,开放赎回,nan
37,2017-03-02,1.182,1.682,-0.51,开放申购,开放赎回,nan
38,2017-03-03,1.189,1.689,0.59,开放申购,开放赎回,nan
39,2017-03-06,1.201,1.701,1.01,开放申购,开放赎回,nan
40,2017-03-07,1.204,1.704,0.25,开放申购,开放赎回,nan
41,2017-03-08,1.203,1.703,-0.08,开放申购,开放赎回,nan
42,2017-03-09,1.197,1.697,-0.5,开放申购,开放赎回,nan
43,2017-03-10,1.197,1.697,0.0,开放申购,开放赎回,nan
44,2017-03-13,1.215,1.715,1.5,开放申购,开放赎回,nan
45,2017-03-14,1.21,1.71,-0.41,开放申购,开放赎回,nan
46,2017-03-15,1.203,1.703,-0.58,开放申购,开放赎回,nan
47,2017-03-16,1.209,1.709,0.5,开放申购,开放赎回,nan
48,2017-03-17,1.206,1.706,-0.25,开放申购,开放赎回,nan
49,2017-03-20,1.209,1.709,0.25,开放申购,开放赎回,nan
50,2017-03-21,1.216,1.716,0.58,开放申购,开放赎回,nan
51,2017-03-22,1.219,1.719,0.25,开放申购,开放赎回,nan
52,2017-03-23,1.218,1.718,-0.08,开放申购,开放赎回,nan
53,2017-03-24,1.223,1.723,0.41,开放申购,开放赎回,nan
54,2017-03-27,1.221,1.721,-0.16,开放申购,开放赎回,nan
55,2017-03-28,1.214,1.714,-0.57,开放申购,开放赎回,nan
56,2017-03-29,1.208,1.708,-0.49,开放申购,开放赎回,nan
57,2017-03-30,1.189,1.689,-1.57,开放申购,开放赎回,nan
58,2017-03-31,1.192,1.692,0.25,开放申购,开放赎回,nan
59,2017-04-05,1.202,1.702,0.84,开放申购,开放赎回,nan
60,2017-04-06,1.208,1.708,0.5,开放申购,开放赎回,nan
61,2017-04-07,1.205,1.705,-0.25,开放申购,开放赎回,nan
62,2017-04-10,1.195,1.695,-0.83,开放申购,开放赎回,nan
63,2017-04-11,1.196,1.696,0.08,开放申购,开放赎回,nan
64,2017-04-12,1.195,1.695,-0.08,开放申购,开放赎回,nan
65,2017-04-13,1.199,1.699,0.33,开放申购,开放赎回,nan
66,2017-04-14,1.19,1.69,-0.75,开放申购,开放赎回,nan
67,2017-04-17,1.185,1.685,-0.42,开放申购,开放赎回,nan
68,2017-04-18,1.185,1.685,0.0,开放申购,开放赎回,nan
69,2017-04-19,1.182,1.682,-0.25,开放申购,开放赎回,nan
70,2017-04-20,1.188,1.688,0.51,开放申购,开放赎回,nan
71,2017-04-21,1.187,1.687,-0.08,开放申购,开放赎回,nan
72,2017-04-24,1.176,1.676,-0.93,开放申购,开放赎回,nan
73,2017-04-25,1.183,1.683,0.6,开放申购,开放赎回,nan
74,2017-04-26,1.182,1.682,-0.08,开放申购,开放赎回,nan
75,2017-04-27,1.193,1.693,0.93,开放申购,开放赎回,nan
76,2017-04-28,1.194,1.694,0.08,开放申购,开放赎回,nan
77,2017-05-02,1.195,1.695,0.08,开放申购,开放赎回,nan
78,2017-05-03,1.192,1.692,-0.25,开放申购,开放赎回,nan
79,2017-05-04,1.191,1.691,-0.08,开放申购,开放赎回,nan
80,2017-05-05,1.182,1.682,-0.76,开放申购,开放赎回,nan
81,2017-05-08,1.17,1.67,-1.02,开放申购,开放赎回,nan
82,2017-05-09,1.173,1.673,0.26,开放申购,开放赎回,nan
83,2017-05-10,1.164,1.664,-0.77,开放申购,开放赎回,nan
84,2017-05-11,1.166,1.666,0.17,开放申购,开放赎回,nan
85,2017-05-12,1.17,1.67,0.34,开放申购,开放赎回,nan
86,2017-05-15,1.173,1.673,0.26,开放申购,开放赎回,nan
87,2017-05-16,1.188,1.688,1.28,开放申购,开放赎回,nan
88,2017-05-17,1.19,1.69,0.17,开放申购,开放赎回,nan
89,2017-05-18,1.182,1.682,-0.67,开放申购,开放赎回,nan
90,2017-05-19,1.175,1.675,-0.59,开放申购,开放赎回,nan
