,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-10-26,1.0,1.0,,封闭期,封闭期,nan
1,2017-10-27,1.0,1.0,0.0,封闭期,封闭期,nan
2,2017-11-03,0.9992,0.9992,,封闭期,封闭期,nan
3,2017-11-10,1.0013,1.0013,,封闭期,封闭期,nan
4,2017-11-17,0.998,0.998,,封闭期,封闭期,nan
5,2017-11-24,0.9942,0.9942,,封闭期,封闭期,nan
6,2017-12-01,0.9993,0.9993,,封闭期,封闭期,nan
7,2017-12-08,0.9994,0.9994,,封闭期,封闭期,nan
8,2017-12-15,0.9978,0.9978,,封闭期,封闭期,nan
9,2017-12-22,0.9988,0.9988,,封闭期,封闭期,nan
10,2017-12-29,0.9962,0.9962,,封闭期,封闭期,nan
11,2017-12-31,0.9962,0.9962,,封闭期,封闭期,nan
12,2018-01-04,1.0018,1.0018,,封闭期,封闭期,nan
13,2018-01-05,1.0023,1.0023,0.05,开放申购,开放赎回,nan
14,2018-01-08,1.0004,1.0004,-0.19,开放申购,开放赎回,nan
15,2018-01-09,1.0028,1.0028,0.24,开放申购,开放赎回,nan
16,2018-01-10,1.0013,1.0013,-0.15,开放申购,开放赎回,nan
17,2018-01-11,1.0014,1.0014,0.01,开放申购,开放赎回,nan
18,2018-01-12,1.0006,1.0006,-0.08,开放申购,开放赎回,nan
19,2018-01-15,0.9984,0.9984,-0.22,开放申购,开放赎回,nan
20,2018-01-16,0.9971,0.9971,-0.13,开放申购,开放赎回,nan
21,2018-01-17,0.9966,0.9966,-0.05,开放申购,开放赎回,nan
22,2018-01-18,0.9983,0.9983,0.17,开放申购,开放赎回,nan
23,2018-01-19,0.9979,0.9979,-0.04,开放申购,开放赎回,nan
24,2018-01-22,1.0056,1.0056,0.77,开放申购,开放赎回,nan
25,2018-01-23,1.006,1.006,0.04,开放申购,开放赎回,nan
26,2018-01-24,1.0058,1.0058,-0.02,开放申购,开放赎回,nan
27,2018-01-25,1.0048,1.0048,-0.1,开放申购,开放赎回,nan
28,2018-01-26,1.0056,1.0056,0.08,开放申购,开放赎回,nan
29,2018-01-29,0.9959,0.9959,-0.96,开放申购,开放赎回,nan
30,2018-01-30,0.9953,0.9953,-0.06,开放申购,开放赎回,nan
31,2018-01-31,0.9967,0.9967,0.14,开放申购,开放赎回,nan
32,2018-02-01,0.9926,0.9926,-0.41,开放申购,开放赎回,nan
33,2018-02-02,0.9959,0.9959,0.33,开放申购,开放赎回,nan
34,2018-02-05,0.9869,0.9869,-0.9,开放申购,开放赎回,nan
35,2018-02-06,0.9753,0.9753,-1.18,开放申购,开放赎回,nan
36,2018-02-07,0.9638,0.9638,-1.18,开放申购,开放赎回,nan
37,2018-02-08,0.9708,0.9708,0.73,开放申购,开放赎回,nan
38,2018-02-09,0.9583,0.9583,-1.29,开放申购,开放赎回,nan
39,2018-02-12,0.9848,0.9848,2.77,开放申购,开放赎回,nan
40,2018-02-13,0.9948,0.9948,1.02,开放申购,开放赎回,nan
41,2018-02-14,1.0017,1.0017,0.69,开放申购,开放赎回,nan
42,2018-02-22,1.0297,1.0297,2.8,开放申购,开放赎回,nan
43,2018-02-23,1.0242,1.0242,-0.53,开放申购,开放赎回,nan
44,2018-02-26,1.0462,1.0462,2.15,开放申购,开放赎回,nan
45,2018-02-27,1.0392,1.0392,-0.67,开放申购,开放赎回,nan
46,2018-02-28,1.0325,1.0325,-0.64,开放申购,开放赎回,nan
47,2018-03-01,1.0394,1.0394,0.67,开放申购,开放赎回,nan
48,2018-03-02,1.0279,1.0279,-1.11,开放申购,开放赎回,nan
49,2018-03-05,1.0308,1.0308,0.28,开放申购,开放赎回,nan
50,2018-03-06,1.0409,1.0409,0.98,开放申购,开放赎回,nan
51,2018-03-07,1.0322,1.0322,-0.84,开放申购,开放赎回,nan
52,2018-03-08,1.0391,1.0391,0.67,开放申购,开放赎回,nan
53,2018-03-09,1.0525,1.0525,1.29,开放申购,开放赎回,nan
54,2018-03-12,1.0632,1.0632,1.02,开放申购,开放赎回,nan
55,2018-03-13,1.0538,1.0538,-0.88,开放申购,开放赎回,nan
56,2018-03-14,1.0529,1.0529,-0.09,开放申购,开放赎回,nan
57,2018-03-15,1.0571,1.0571,0.4,开放申购,开放赎回,nan
58,2018-03-16,1.0443,1.0443,-1.21,开放申购,开放赎回,nan
59,2018-03-19,1.0424,1.0424,-0.18,开放申购,开放赎回,nan
60,2018-03-20,1.0466,1.0466,0.4,开放申购,开放赎回,nan
61,2018-03-21,1.0361,1.0361,-1.0,开放申购,开放赎回,nan
62,2018-03-22,1.0207,1.0207,-1.49,开放申购,开放赎回,nan
63,2018-03-23,0.9838,0.9838,-3.62,开放申购,开放赎回,nan
64,2018-03-26,0.9978,0.9978,1.42,开放申购,开放赎回,nan
