,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,1.12,1.12,0.18,开放申购,开放赎回,nan
1,2017-01-04,1.122,1.122,0.18,开放申购,开放赎回,nan
2,2017-01-05,1.122,1.122,0.0,开放申购,开放赎回,nan
3,2017-01-06,1.122,1.122,0.0,开放申购,开放赎回,nan
4,2017-01-09,1.124,1.124,0.18,开放申购,开放赎回,nan
5,2017-01-10,1.125,1.125,0.09,开放申购,开放赎回,nan
6,2017-01-11,1.125,1.125,0.0,开放申购,开放赎回,nan
7,2017-01-12,1.124,1.124,-0.09,开放申购,开放赎回,nan
8,2017-01-13,1.125,1.125,0.09,开放申购,开放赎回,nan
9,2017-01-16,1.125,1.125,0.0,开放申购,开放赎回,nan
10,2017-01-17,1.125,1.125,0.0,开放申购,开放赎回,nan
11,2017-01-18,1.125,1.125,0.0,开放申购,开放赎回,nan
12,2017-01-19,1.124,1.124,-0.09,开放申购,开放赎回,nan
13,2017-01-20,1.126,1.126,0.18,开放申购,开放赎回,nan
14,2017-01-23,1.127,1.127,0.09,开放申购,开放赎回,nan
15,2017-01-24,1.128,1.128,0.09,开放申购,开放赎回,nan
16,2017-01-25,1.128,1.128,0.0,开放申购,开放赎回,nan
17,2017-01-26,1.128,1.128,0.0,开放申购,开放赎回,nan
18,2017-02-03,1.128,1.128,0.0,开放申购,开放赎回,nan
19,2017-02-06,1.127,1.127,-0.09,开放申购,开放赎回,nan
20,2017-02-07,1.126,1.126,-0.09,开放申购,开放赎回,nan
21,2017-02-08,1.126,1.126,0.0,开放申购,开放赎回,nan
22,2017-02-09,1.126,1.126,0.0,开放申购,开放赎回,nan
23,2017-02-10,1.127,1.127,0.09,开放申购,开放赎回,nan
24,2017-02-13,1.13,1.13,0.27,开放申购,开放赎回,nan
25,2017-02-14,1.13,1.13,0.0,开放申购,开放赎回,nan
26,2017-02-15,1.129,1.129,-0.09,开放申购,开放赎回,nan
27,2017-02-16,1.13,1.13,0.09,开放申购,开放赎回,nan
28,2017-02-17,1.13,1.13,0.0,开放申购,开放赎回,nan
29,2017-02-20,1.133,1.133,0.27,开放申购,开放赎回,nan
30,2017-02-21,1.134,1.134,0.09,开放申购,开放赎回,nan
31,2017-02-22,1.134,1.134,0.0,开放申购,开放赎回,nan
32,2017-02-23,1.134,1.134,0.0,开放申购,开放赎回,nan
33,2017-02-24,1.135,1.135,0.09,开放申购,开放赎回,nan
34,2017-02-27,1.134,1.134,-0.09,开放申购,开放赎回,nan
35,2017-02-28,1.135,1.135,0.09,开放申购,开放赎回,nan
36,2017-03-01,1.135,1.135,0.0,开放申购,开放赎回,nan
37,2017-03-02,1.134,1.134,-0.09,开放申购,开放赎回,nan
38,2017-03-03,1.135,1.135,0.09,开放申购,开放赎回,nan
39,2017-03-06,1.136,1.136,0.09,开放申购,开放赎回,nan
40,2017-03-07,1.136,1.136,0.0,开放申购,开放赎回,nan
41,2017-03-08,1.135,1.135,-0.09,开放申购,开放赎回,nan
42,2017-03-09,1.134,1.134,-0.09,开放申购,开放赎回,nan
43,2017-03-10,1.134,1.134,0.0,开放申购,开放赎回,nan
44,2017-03-13,1.135,1.135,0.09,开放申购,开放赎回,nan
45,2017-03-14,1.136,1.136,0.09,开放申购,开放赎回,nan
46,2017-03-15,1.137,1.137,0.09,开放申购,开放赎回,nan
47,2017-03-16,1.139,1.139,0.18,开放申购,开放赎回,nan
48,2017-03-17,1.137,1.137,-0.18,开放申购,开放赎回,nan
49,2017-03-20,1.139,1.139,0.18,开放申购,开放赎回,nan
50,2017-03-21,1.139,1.139,0.0,开放申购,开放赎回,nan
51,2017-03-22,1.14,1.14,0.09,开放申购,开放赎回,nan
52,2017-03-23,1.142,1.142,0.18,开放申购,开放赎回,nan
53,2017-03-24,1.144,1.144,0.18,开放申购,开放赎回,nan
54,2017-03-27,1.143,1.143,-0.09,开放申购,开放赎回,nan
55,2017-03-28,1.144,1.144,0.09,开放申购,开放赎回,nan
