,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,1.0849,2.8153,0.58,限制大额申购,开放赎回,nan
1,2017-01-04,1.0939,2.8386,0.83,限制大额申购,开放赎回,nan
2,2017-01-05,1.0947,2.8407,0.07,限制大额申购,开放赎回,nan
3,2017-01-06,1.0868,2.8202,-0.72,限制大额申购,开放赎回,nan
4,2017-01-09,1.0913,2.8319,0.41,限制大额申购,开放赎回,nan
5,2017-01-10,1.0878,2.8228,-0.32,限制大额申购,开放赎回,nan
6,2017-01-11,1.0752,2.7901,-1.16,限制大额申购,开放赎回,nan
7,2017-01-12,1.062,2.7559,-1.23,限制大额申购,开放赎回,nan
8,2017-01-13,1.0471,2.7172,-1.4,限制大额申购,开放赎回,nan
9,2017-01-16,1.0233,2.6554,-2.27,限制大额申购,开放赎回,nan
10,2017-01-17,1.0287,2.6694,0.53,限制大额申购,开放赎回,nan
11,2017-01-18,1.0321,2.6783,0.33,限制大额申购,开放赎回,nan
12,2017-01-19,1.0296,2.6718,-0.24,限制大额申购,开放赎回,nan
13,2017-01-20,1.0416,2.7029,1.17,限制大额申购,开放赎回,nan
14,2017-01-23,1.0468,2.7164,0.5,限制大额申购,开放赎回,nan
15,2017-01-24,1.0445,2.7104,-0.22,限制大额申购,开放赎回,nan
16,2017-01-25,1.0472,2.7174,0.26,限制大额申购,开放赎回,nan
17,2017-01-26,1.0528,2.732,0.53,限制大额申购,开放赎回,nan
18,2017-02-03,1.0504,2.7258,-0.23,限制大额申购,开放赎回,nan
19,2017-02-06,1.0576,2.7444,0.69,限制大额申购,开放赎回,nan
20,2017-02-07,1.0569,2.7426,-0.07,限制大额申购,开放赎回,nan
21,2017-02-08,1.0595,2.7494,0.25,限制大额申购,开放赎回,nan
22,2017-02-09,1.0634,2.7595,0.37,限制大额申购,开放赎回,nan
23,2017-02-10,1.0681,2.7717,0.44,限制大额申购,开放赎回,nan
24,2017-02-13,1.074,2.787,0.55,限制大额申购,开放赎回,nan
25,2017-02-14,1.0708,2.7787,-0.3,限制大额申购,开放赎回,nan
26,2017-02-15,1.0642,2.7616,-0.62,限制大额申购,开放赎回,nan
27,2017-02-16,1.0694,2.7751,0.49,限制大额申购,开放赎回,nan
28,2017-02-17,1.0615,2.7546,-0.74,限制大额申购,开放赎回,nan
29,2017-02-20,1.0704,2.7777,0.84,限制大额申购,开放赎回,nan
30,2017-02-21,1.0766,2.7937,0.58,限制大额申购,开放赎回,nan
31,2017-02-22,1.08,2.8026,0.32,限制大额申购,开放赎回,nan
32,2017-02-23,1.0797,2.8018,-0.03,限制大额申购,开放赎回,nan
33,2017-02-24,1.0818,2.8072,0.19,限制大额申购,开放赎回,nan
34,2017-02-27,1.0755,2.7909,-0.58,限制大额申购,开放赎回,nan
35,2017-02-28,1.0777,2.7966,0.2,限制大额申购,开放赎回,nan
36,2017-03-01,1.0793,2.8007,0.15,限制大额申购,开放赎回,nan
37,2017-03-02,1.0812,2.8057,0.18,限制大额申购,开放赎回,nan
38,2017-03-03,1.0831,2.8106,0.18,限制大额申购,开放赎回,nan
39,2017-03-06,1.0914,2.8321,0.77,限制大额申购,开放赎回,nan
40,2017-03-07,1.0994,2.8529,0.73,限制大额申购,开放赎回,nan
41,2017-03-08,1.0946,2.8405,-0.44,限制大额申购,开放赎回,nan
42,2017-03-09,1.087,2.8207,-0.69,限制大额申购,开放赎回,nan
43,2017-03-10,1.0891,2.8262,0.19,限制大额申购,开放赎回,nan
44,2017-03-13,1.0977,2.8485,0.79,限制大额申购,开放赎回,nan
45,2017-03-14,1.0933,2.8371,-0.4,限制大额申购,开放赎回,nan
46,2017-03-15,1.0918,2.8332,-0.14,限制大额申购,开放赎回,nan
47,2017-03-16,1.0979,2.849,0.56,限制大额申购,开放赎回,nan
48,2017-03-17,1.0896,2.8275,-0.76,限制大额申购,开放赎回,nan
49,2017-03-20,1.0916,2.8327,0.18,限制大额申购,开放赎回,nan
50,2017-03-21,1.0915,2.8324,-0.01,限制大额申购,开放赎回,nan
51,2017-03-22,1.0877,2.8225,-0.35,限制大额申购,开放赎回,nan
52,2017-03-23,1.0902,2.829,0.23,限制大额申购,开放赎回,nan
53,2017-03-24,1.098,2.8493,0.72,限制大额申购,开放赎回,nan
54,2017-03-27,1.0892,2.8264,-0.8,限制大额申购,开放赎回,nan
55,2017-03-28,1.0873,2.8215,-0.17,限制大额申购,开放赎回,nan
