,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2017-01-03,1.264,1.264,0.72,开放申购,开放赎回,nan
1,2017-01-04,1.272,1.272,0.63,开放申购,开放赎回,nan
2,2017-01-05,1.269,1.269,-0.24,开放申购,开放赎回,nan
3,2017-01-06,1.257,1.257,-0.95,开放申购,开放赎回,nan
4,2017-01-09,1.258,1.258,0.08,开放申购,开放赎回,nan
5,2017-01-10,1.262,1.262,0.32,开放申购,开放赎回,nan
6,2017-01-11,1.251,1.251,-0.87,开放申购,开放赎回,nan
7,2017-01-12,1.241,1.241,-0.8,开放申购,开放赎回,nan
8,2017-01-13,1.221,1.221,-1.61,开放申购,开放赎回,nan
9,2017-01-16,1.18,1.18,-3.36,开放申购,开放赎回,nan
10,2017-01-17,1.195,1.195,1.27,开放申购,开放赎回,nan
11,2017-01-18,1.189,1.189,-0.5,开放申购,开放赎回,nan
12,2017-01-19,1.185,1.185,-0.34,开放申购,开放赎回,nan
13,2017-01-20,1.205,1.205,1.69,开放申购,开放赎回,nan
14,2017-01-23,1.222,1.222,1.41,开放申购,开放赎回,nan
15,2017-01-24,1.215,1.215,-0.57,开放申购,开放赎回,nan
16,2017-01-25,1.222,1.222,0.58,开放申购,开放赎回,nan
17,2017-01-26,1.233,1.233,0.9,开放申购,开放赎回,nan
18,2017-02-03,1.227,1.227,-0.49,开放申购,开放赎回,nan
19,2017-02-06,1.239,1.239,0.98,开放申购,开放赎回,nan
20,2017-02-07,1.242,1.242,0.24,开放申购,开放赎回,nan
21,2017-02-08,1.251,1.251,0.72,开放申购,开放赎回,nan
22,2017-02-09,1.257,1.257,0.48,开放申购,开放赎回,nan
23,2017-02-10,1.259,1.259,0.16,开放申购,开放赎回,nan
24,2017-02-13,1.266,1.266,0.56,开放申购,开放赎回,nan
25,2017-02-14,1.268,1.268,0.16,开放申购,开放赎回,nan
26,2017-02-15,1.26,1.26,-0.63,开放申购,开放赎回,nan
27,2017-02-16,1.261,1.261,0.08,开放申购,开放赎回,nan
28,2017-02-17,1.245,1.245,-1.27,开放申购,开放赎回,nan
29,2017-02-20,1.25,1.25,0.4,开放申购,开放赎回,nan
30,2017-02-21,1.261,1.261,0.88,开放申购,开放赎回,nan
31,2017-02-22,1.268,1.268,0.56,开放申购,开放赎回,nan
32,2017-02-23,1.264,1.264,-0.32,开放申购,开放赎回,nan
33,2017-02-24,1.27,1.27,0.47,开放申购,开放赎回,nan
34,2017-02-27,1.266,1.266,-0.32,开放申购,开放赎回,nan
35,2017-02-28,1.268,1.268,0.16,开放申购,开放赎回,nan
36,2017-03-01,1.272,1.272,0.32,开放申购,开放赎回,nan
37,2017-03-02,1.272,1.272,0.0,开放申购,开放赎回,nan
38,2017-03-03,1.279,1.279,0.55,开放申购,开放赎回,nan
39,2017-03-06,1.293,1.293,1.09,开放申购,开放赎回,nan
40,2017-03-07,1.3,1.3,0.54,开放申购,开放赎回,nan
41,2017-03-08,1.294,1.294,-0.46,开放申购,开放赎回,nan
42,2017-03-09,1.284,1.284,-0.77,开放申购,开放赎回,nan
43,2017-03-10,1.295,1.295,0.86,开放申购,开放赎回,nan
44,2017-03-13,1.31,1.31,1.16,开放申购,开放赎回,nan
45,2017-03-14,1.302,1.302,-0.61,开放申购,开放赎回,nan
46,2017-03-15,1.305,1.305,0.23,开放申购,开放赎回,nan
47,2017-03-16,1.323,1.323,1.38,开放申购,开放赎回,nan
48,2017-03-17,1.305,1.305,-1.36,开放申购,开放赎回,nan
49,2017-03-20,1.315,1.315,0.77,开放申购,开放赎回,nan
50,2017-03-21,1.316,1.316,0.08,开放申购,开放赎回,nan
51,2017-03-22,1.318,1.318,0.15,开放申购,开放赎回,nan
52,2017-03-23,1.323,1.323,0.38,开放申购,开放赎回,nan
53,2017-03-24,1.328,1.328,0.38,开放申购,开放赎回,nan
54,2017-03-27,1.322,1.322,-0.45,开放申购,开放赎回,nan
55,2017-03-28,1.325,1.325,0.23,开放申购,开放赎回,nan
56,2017-03-29,1.316,1.316,-0.68,开放申购,开放赎回,nan
57,2017-03-30,1.298,1.298,-1.37,开放申购,开放赎回,nan
58,2017-03-31,1.304,1.304,0.46,开放申购,开放赎回,nan
59,2017-04-05,1.334,1.334,2.3,开放申购,开放赎回,nan
60,2017-04-06,1.332,1.332,-0.15,开放申购,开放赎回,nan
61,2017-04-07,1.33,1.33,-0.15,开放申购,开放赎回,nan
62,2017-04-10,1.325,1.325,-0.38,开放申购,开放赎回,nan
63,2017-04-11,1.328,1.328,0.23,开放申购,开放赎回,nan
64,2017-04-12,1.319,1.319,-0.68,开放申购,开放赎回,nan
65,2017-04-13,1.323,1.323,0.3,开放申购,开放赎回,nan
66,2017-04-14,1.311,1.311,-0.91,开放申购,开放赎回,nan
67,2017-04-17,1.305,1.305,-0.46,开放申购,开放赎回,nan
68,2017-04-18,1.301,1.301,-0.31,开放申购,开放赎回,nan
69,2017-04-19,1.296,1.296,-0.38,开放申购,开放赎回,nan
70,2017-04-20,1.297,1.297,0.08,开放申购,开放赎回,nan
71,2017-04-21,1.292,1.292,-0.39,开放申购,开放赎回,nan
72,2017-04-24,1.278,1.278,-1.08,开放申购,开放赎回,nan
73,2017-04-25,1.284,1.284,0.47,开放申购,开放赎回,nan
74,2017-04-26,1.289,1.289,0.39,开放申购,开放赎回,nan
75,2017-04-27,1.294,1.294,0.39,开放申购,开放赎回,nan
76,2017-04-28,1.291,1.291,-0.23,开放申购,开放赎回,nan
77,2017-05-02,1.295,1.295,0.31,开放申购,开放赎回,nan
78,2017-05-03,1.297,1.297,0.15,开放申购,开放赎回,nan
79,2017-05-04,1.285,1.285,-0.93,开放申购,开放赎回,nan
80,2017-05-05,1.273,1.273,-0.93,开放申购,开放赎回,nan
81,2017-05-08,1.257,1.257,-1.26,开放申购,开放赎回,nan
82,2017-05-09,1.264,1.264,0.56,开放申购,开放赎回,nan
83,2017-05-10,1.259,1.259,-0.4,开放申购,开放赎回,nan
84,2017-05-11,1.267,1.267,0.64,开放申购,开放赎回,nan
85,2017-05-12,1.26,1.26,-0.55,开放申购,开放赎回,nan
86,2017-05-15,1.269,1.269,0.71,开放申购,开放赎回,nan
87,2017-05-16,1.294,1.294,1.97,开放申购,开放赎回,nan
88,2017-05-17,1.293,1.293,-0.08,开放申购,开放赎回,nan
89,2017-05-18,1.287,1.287,-0.46,开放申购,开放赎回,nan
90,2017-05-19,1.278,1.278,-0.7,开放申购,开放赎回,nan
91,2017-05-22,1.269,1.269,-0.7,开放申购,开放赎回,nan
92,2017-05-23,1.253,1.253,-1.26,开放申购,开放赎回,nan
93,2017-05-24,1.258,1.258,0.4,开放申购,开放赎回,nan
94,2017-05-25,1.263,1.263,0.4,开放申购,开放赎回,nan
95,2017-05-26,1.257,1.257,-0.48,开放申购,开放赎回,nan
96,2017-05-31,1.253,1.253,-0.32,开放申购,开放赎回,nan
97,2017-06-01,1.238,1.238,-1.2,开放申购,开放赎回,nan
98,2017-06-02,1.248,1.248,0.81,开放申购,开放赎回,nan
99,2017-06-05,1.263,1.263,1.2,开放申购,开放赎回,nan
100,2017-06-06,1.269,1.269,0.48,开放申购,开放赎回,nan
101,2017-06-07,1.291,1.291,1.73,开放申购,开放赎回,nan
102,2017-06-08,1.296,1.296,0.39,开放申购,开放赎回,nan
103,2017-06-09,1.3,1.3,0.31,开放申购,开放赎回,nan
104,2017-06-12,1.293,1.293,-0.54,开放申购,开放赎回,nan
105,2017-06-13,1.311,1.311,1.39,开放申购,开放赎回,nan
106,2017-06-14,1.303,1.303,-0.61,开放申购,开放赎回,nan
107,2017-06-15,1.307,1.307,0.31,开放申购,开放赎回,nan
108,2017-06-16,1.309,1.309,0.15,开放申购,开放赎回,nan
109,2017-06-19,1.322,1.322,0.99,开放申购,开放赎回,nan
110,2017-06-20,1.333,1.333,0.83,开放申购,开放赎回,nan
111,2017-06-21,1.335,1.335,0.15,开放申购,开放赎回,nan
112,2017-06-22,1.331,1.331,-0.3,开放申购,开放赎回,nan
113,2017-06-23,1.335,1.335,0.3,开放申购,开放赎回,nan
114,2017-06-26,1.351,1.351,1.2,开放申购,开放赎回,nan
115,2017-06-27,1.352,1.352,0.07,开放申购,开放赎回,nan
116,2017-06-28,1.345,1.345,-0.52,开放申购,开放赎回,nan
117,2017-06-29,1.357,1.357,0.89,开放申购,开放赎回,nan
118,2017-06-30,1.363,1.363,0.44,开放申购,开放赎回,nan
119,2017-07-03,1.373,1.373,0.73,开放申购,开放赎回,nan
120,2017-07-04,1.361,1.361,-0.87,开放申购,开放赎回,nan
121,2017-07-05,1.384,1.384,1.69,开放申购,开放赎回,nan
122,2017-07-06,1.392,1.392,0.58,开放申购,开放赎回,nan
123,2017-07-07,1.396,1.396,0.29,开放申购,开放赎回,nan
124,2017-07-10,1.387,1.387,-0.64,开放申购,开放赎回,nan
125,2017-07-11,1.377,1.377,-0.72,开放申购,开放赎回,nan
126,2017-07-12,1.389,1.389,0.87,开放申购,开放赎回,nan
127,2017-07-13,1.376,1.376,-0.94,开放申购,开放赎回,nan
128,2017-07-14,1.375,1.375,-0.07,开放申购,开放赎回,nan
129,2017-07-17,1.347,1.347,-2.04,开放申购,开放赎回,nan
130,2017-07-18,1.36,1.36,0.97,开放申购,开放赎回,nan
131,2017-07-19,1.387,1.387,1.99,开放申购,开放赎回,nan
132,2017-07-20,1.392,1.392,0.36,开放申购,开放赎回,nan
133,2017-07-21,1.398,1.398,0.43,开放申购,开放赎回,nan
134,2017-07-24,1.397,1.397,-0.07,开放申购,开放赎回,nan
135,2017-07-25,1.392,1.392,-0.36,开放申购,开放赎回,nan
136,2017-07-26,1.385,1.385,-0.5,开放申购,开放赎回,nan
